,Name,Pos,Predicted PPG,ppr_g,Difference,Predicted PPR,AbsDifference,Ovr Rank
80,MikeEvans,WR,11.554,16.406,-4.8517185842682835,196.418,4.8517185842682835,81
81,EzekielElliott,RB,11.479,14.829,-3.3503960323974056,195.143,3.3503960323974056,82
82,RobertWoods,WR,11.419,15.244,-3.824736809169881,194.123,3.824736809169881,83
83,CeeDeeLamb,WR,11.355,14.55,-3.1952343294653645,193.035,3.1952343294653645,84
84,JeffWilson,RB,11.249,5.722,5.527038808699902,191.233,5.527038808699902,85
85,AntonioBrown,WR,11.195,17.3,-6.104810242528647,190.315,6.104810242528647,86
86,ChaseClaypool,WR,11.109,11.107,0.002043276758325163,188.853,0.002043276758325163,87
87,KekeCoutee,WR,10.818,0.75,10.067580777223718,183.906,10.067580777223718,88
88,KareemHunt,RB,10.802,13.75,-2.94846686208723,183.634,2.94846686208723,89
89,DeVanteParker,WR,10.78,10.35,0.42973557273217544,183.26,0.42973557273217544,90
90,DariusSlayton,WR,10.724,5.277,5.446742868161484,182.308,5.446742868161484,91
91,JamesConner,RB,10.529,17.18,-6.651404149157585,178.993,6.651404149157585,92
92,TylerBoyd,WR,10.525,11.488,-0.9629798240230549,178.925,0.9629798240230549,93
93,AllenLazard,WR,10.507,9.5,1.0069071269839949,178.619,1.0069071269839949,94
